commodity,Date,Aceh,Bali,Banten,Bengkulu,DI Yogyakarta,DKI Jakarta,Gorontalo,Jambi,Jawa Barat,Jawa Tengah,Jawa Timur,Kalimantan Barat,Kalimantan Selatan,Kalimantan Tengah,Kalimantan Timur,Kalimantan Utara,Kepulauan Bangka Belitung,Kepulauan Riau,Lampung,Maluku Utara,Maluku,Nusa Tenggara Barat,Nusa Tenggara Timur,Papua Barat,Papua,Riau,Sulawesi Barat,Sulawesi Selatan,Sulawesi Tengah,Sulawesi Tenggara,Sulawesi Utara,Sumatera Barat,Sumatera Selatan,Sumatera Utara
Telur Ayam Ras,2022-01-28,24050.0,22320.0,20540.0,23030.0,19790.0,22530.0,26290.0,25210.0,22010.0,20070.0,19830.0,28310.0,23510.0,27380.0,29420.0,31110.0,27000.0,30940.0,22810.0,33330.0,35540.0,24710.0,30350.0,38000.0,35900.0,24010.0,23230.0,24340.0,27660.0,28540.0,26730.0,26640.0,21180.0,26470.0
Telur Ayam Ras,2022-01-29,24330.0,22350.0,20980.0,23220.0,19990.0,22630.0,26350.0,25210.0,22010.0,20030.0,19620.0,28430.0,23510.0,27240.0,27980.0,31110.0,26950.0,31820.0,22650.0,33510.0,37180.0,24170.0,30700.0,36420.0,34590.0,23800.0,23230.0,23430.0,27530.0,28360.0,26820.0,26680.0,21030.0,26170.0
Telur Ayam Ras,2022-01-30,23270.0,22290.0,20400.0,23110.0,19990.0,20780.0,26880.0,25210.0,21810.0,20040.0,19720.0,28330.0,23470.0,26650.0,29270.0,30900.0,26940.0,28230.0,22500.0,33410.0,34970.0,24520.0,30650.0,36690.0,35170.0,23420.0,23230.0,23230.0,27340.0,28000.0,26750.0,26630.0,21310.0,26820.0
Telur Ayam Ras,2022-01-31,22310.0,22860.0,20730.0,22680.0,19990.0,22280.0,26700.0,25210.0,22030.0,20040.0,19400.0,28330.0,24210.0,26650.0,29220.0,30900.0,27010.0,29980.0,22210.0,32740.000000000004,34850.0,24460.0,29680.0,36780.0,35760.0,22730.0,23060.0,23190.0,27140.0,26890.0,26730.0,25620.0,20650.0,26370.0
Telur Ayam Ras,2022-02-01,21960.0,22800.0,20700.0,22310.0,19800.0,22100.0,26370.0,25210.0,21360.0,19930.0,19280.0,28590.0,23360.0,26740.0,27400.0,31070.0,26950.0,31570.0,22040.0,32760.0,35490.0,24170.0,29290.0,36310.0,35520.0,22070.0,22970.0,23150.0,27040.0,26510.0,27390.0,25350.0,20900.0,25750.0
Telur Ayam Ras,2022-02-02,21310.0,21940.0,20640.0,22070.0,19890.0,22280.0,26530.0,24920.0,21450.0,19930.0,19300.0,28390.0,23420.0,26860.0,29470.0,30530.0,27100.0,30170.0,22100.0,32110.0,34500.0,24130.0,29310.0,37380.0,35850.0,22320.0,22560.0,23180.0,27300.0,26200.0,27160.0,24470.0,20840.0,25980.0
Telur Ayam Ras,2022-02-03,21350.0,21570.0,21300.0,21580.0,19890.0,22280.0,26660.0,24830.0,21310.0,19890.0,19340.0,28100.0,23470.0,26190.0,28490.0,30290.0,26800.0,31570.0,21520.0,31880.0,34820.0,24380.0,29800.0,36230.0,35850.0,22380.0,22540.0,22480.0,27030.0,26620.0,27200.0,24600.0,20730.0,25930.0
Telur Ayam Ras,2022-02-04,20860.0,21080.0,20730.0,21340.0,20170.0,21750.0,26400.0,24330.0,21210.0,19870.0,19240.0,27890.0,23430.0,25850.0,29150.0,29930.0,26730.0,28140.0,21640.0,31510.0,35320.0,24230.0,29410.0,37210.0,35670.0,22300.0,22450.0,22510.0,27610.0,26210.0,27090.0,24290.0,20570.0,25370.0
Telur Ayam Ras,2022-02-05,20930.0,21250.0,20760.0,20910.0,19870.0,20390.0,26220.0,24000.0,20970.0,19810.0,19200.0,27790.0,23510.0,26280.0,26040.0,29720.0,26420.0,28230.0,21600.0,31320.0,33920.0,23780.0,29300.0,37240.0,36130.0,22300.0,21950.0,22220.0,27520.0,26120.0,27070.0,23950.0,20400.0,25320.0
Telur Ayam Ras,2022-02-06,20720.0,21250.0,20560.0,20980.0,19890.0,21750.0,26180.0,24000.0,21030.0,19740.0,19660.0,27630.0,23430.0,26280.0,27890.0,29720.0,26410.0,30020.0,21210.0,32540.0,34280.0,24160.0,28020.0,36370.0,34960.0,22360.0,21810.0,22340.0,27330.0,26050.0,27300.0,24460.0,20600.0,25230.0
Telur Ayam Ras,2022-02-07,20750.0,21500.0,20540.0,20870.0,19890.0,21750.0,25870.0,24000.0,20810.0,19750.0,19270.0,27110.0,23100.0,26170.0,26300.0,30160.0,25710.0,29760.0,21150.0,31420.0,33760.0,23600.0,27680.0,36890.0,35830.0,22080.0,20830.0,22200.0,27490.0,25930.0,27540.0,23050.0,20500.0,24960.0
Telur Ayam Ras,2022-02-08,20620.0,21030.0,20270.0,20760.0,19690.0,21750.0,25750.0,24000.0,20760.0,19630.0,19060.0,27540.0,23050.0,26170.0,28370.0,29590.0,25710.0,29520.0,21080.0,31420.0,33930.0,23950.0,27240.0,37490.0,35830.0,22220.0,20740.0,21870.0,27490.0,26240.0,26610.0,21750.0,20390.0,24670.0
Telur Ayam Ras,2022-02-09,20640.0,20700.0,19970.0,20430.0,21910.0,21390.0,25590.0,23580.0,20620.0,19650.0,19080.0,27530.0,23050.0,26170.0,28480.0,29590.0,25710.0,29520.0,20690.0,31420.0,33930.0,23450.0,26990.0,37960.0,35670.0,21900.0,20660.0,21860.0,27260.0,25690.0,26530.0,21540.0,20090.0,24960.0
Telur Ayam Ras,2022-02-10,20360.0,20790.0,20110.0,21830.0,19390.0,21390.0,25490.0,23440.0,20430.0,19610.0,19130.0,27130.0,22880.0,26170.0,28010.0,28840.0,25620.0,29430.0,20840.0,31420.0,34460.0,23280.0,27670.0,36390.0,35120.0,21630.0,20600.0,21310.0,26730.0,26080.0,26670.0,21560.0,20320.0,24630.0
Telur Ayam Ras,2022-02-11,20290.0,20820.0,20130.0,19570.0,19390.0,21390.0,25490.0,23330.0,20490.0,19580.0,19550.0,26920.0,23120.0,26040.0,27890.0,28840.0,25730.0,29390.0,20990.0,31130.0,33820.0,23450.0,27010.0,36230.0,35540.0,21840.0,20560.0,21170.0,26880.0,25230.0,26440.0,21860.0,20080.0,23920.0
Telur Ayam Ras,2022-02-12,20430.0,20670.0,19860.0,19680.0,19390.0,21560.0,25510.0,23330.0,20640.0,19500.0,19150.0,26640.0,23050.0,26040.0,26030.0,29370.0,25570.0,30620.0,21120.0,31500.0,32570.0,23320.0,27230.0,35350.0,34420.0,21000.0,20520.0,21330.0,27190.0,25390.0,26300.0,21610.0,20120.0,24300.0
Telur Ayam Ras,2022-02-13,20420.0,20650.0,19840.0,19570.0,19390.0,20180.0,25390.0,23240.0,20600.0,19440.0,19140.0,26640.0,23120.0,25740.0,25770.0,28810.0,25690.0,29390.0,20650.0,31770.0,32720.0,23200.0,26530.0,34870.0,35400.0,21220.0,20600.0,21180.0,26400.0,25090.0,26360.0,21520.0,19900.0,24280.0
Telur Ayam Ras,2022-02-14,20630.0,20480.0,19700.0,19760.0,19200.0,21650.0,25390.0,23240.0,20550.0,19540.0,19070.0,26510.0,23210.0,25740.0,27900.0,28810.0,25570.0,28500.0,20650.0,31050.0,32330.0,23220.0,27410.0,36040.0,35750.0,21460.0,20520.0,20880.0,27180.0,24880.0,26390.0,21520.0,20000.0,24130.0
Telur Ayam Ras,2022-02-15,20060.0,20410.0,19560.0,19520.0,19390.0,21650.0,25530.0,23240.0,20540.0,19540.0,19000.0,26250.0,22890.0,25420.0,27710.0,28610.0,25560.0,28310.0,20650.0,30080.0,32590.000000000004,22990.0,26760.0,36040.0,34960.0,21670.0,20350.0,20670.0,26860.0,24350.0,26080.0,21390.0,20000.0,23720.0
Telur Ayam Ras,2022-02-16,20030.0,20410.0,19800.0,19520.0,20390.0,21650.0,25530.0,23240.0,20920.0,19770.0,18910.0,26340.0,22800.0,25420.0,27490.0,28610.0,25560.0,28220.0,20820.0,30500.0,32110.0,22870.0,26840.0,35610.0,35220.0,21840.0,20540.0,20590.0,26860.0,24650.0,26080.0,21380.0,20000.0,23700.0
Telur Ayam Ras,2022-02-17,19970.0,20410.0,19920.0,19520.0,20590.0,21650.0,25530.0,23240.0,20520.0,19870.0,19650.0,26050.0,22890.0,25420.0,27590.0,27560.0,25320.0,25710.0,20720.0,29850.0,33140.0,23420.0,26420.0,35610.0,35220.0,21780.0,20320.0,20470.0,26120.0,24390.0,26040.0,21790.0,20260.0,24030.0
Telur Ayam Ras,2022-02-18,19910.0,20530.0,19940.0,19520.0,20490.0,21740.0,25560.0,23480.0,20490.0,20130.0,19330.0,26050.0,22800.0,25420.0,25720.0,27750.0,25470.0,27230.0,20590.0,29870.0,32140.0,22990.0,27350.0,36980.0,35220.0,21750.0,20320.0,20500.0,26770.0,24000.0,26100.0,21100.0,20180.0,24080.0
Telur Ayam Ras,2022-02-19,19850.0,20530.0,20060.0,19640.0,21230.0,21740.0,25590.0,23480.0,20730.0,20250.0,19730.0,26410.0,22730.0,25420.0,27750.0,27750.0,25400.0,27230.0,20530.0,29870.0,31280.0,23100.0,26570.0,36030.0,35760.0,21580.0,20680.0,20410.0,26770.0,24510.0,25980.0,21530.0,20840.0,23980.0
Telur Ayam Ras,2022-02-20,19870.0,20470.0,19900.0,20140.0,21190.0,21920.0,25270.0,23480.0,20840.0,20350.0,19880.0,25610.0,22630.0,25420.0,25970.0,27600.0,25360.0,27480.0,20840.0,30270.0,32570.0,23150.0,26460.0,34450.0,35680.0,21680.0,20320.0,20490.0,25940.0,24590.0,26000.0,21180.0,20170.0,23580.0
Telur Ayam Ras,2022-02-21,19890.0,20410.0,20180.0,19580.0,21590.0,21920.0,25280.0,23310.0,21040.0,20890.0,20080.0,25850.0,22630.0,25420.0,27270.0,27600.0,25400.0,27760.0,21000.0,30570.0,33540.0,22880.0,26510.0,32020.000000000004,35380.0,21970.0,20140.0,20560.0,26160.0,24520.0,26770.0,21380.0,21080.0,23460.0
Telur Ayam Ras,2022-02-22,20210.0,20560.0,20490.0,19580.0,21590.0,22440.0,25290.0,23310.0,21250.0,21130.0,20270.0,25850.0,22880.0,25560.0,27550.0,26580.0,25240.0,27020.0,21070.0,29980.0,32910.0,23090.0,26160.0,34800.0,35020.0,22150.0,19880.0,20710.0,26620.0,24460.0,25720.0,21840.0,20810.0,23810.0
Telur Ayam Ras,2022-02-23,19730.0,21290.0,21130.0,19680.0,21380.0,22750.0,25330.0,23310.0,21300.0,21230.0,20460.0,26100.0,22880.0,25420.0,27550.0,26430.0,25540.0,26000.0,21310.0,29980.0,32380.000000000004,22980.0,26160.0,33370.0,35380.0,22210.0,19530.0,20700.0,27300.0,23860.0,25790.0,22130.0,20720.0,23780.0
Telur Ayam Ras,2022-02-24,20200.0,21290.0,21240.0,19780.0,21590.0,22630.0,24970.0,22990.0,21330.0,21170.0,20540.0,25750.0,22870.0,25420.0,28240.0,26430.0,25380.0,24740.0,21540.0,30190.0,32260.0,22700.0,25680.0,32510.0,35380.0,22350.0,19850.0,20660.0,25860.0,24370.0,25610.0,21980.0,20710.0,23900.0
Telur Ayam Ras,2022-02-25,20150.0,21450.0,21110.0,20100.0,21590.0,22800.0,24840.0,22830.0,21470.0,21040.0,20590.0,26000.0,23040.0,25350.0,27430.0,26430.0,25540.0,26000.0,21290.0,28540.0,32320.0,22700.0,26330.0,33270.0,35380.0,22190.0,19850.0,20520.0,25970.0,24550.0,25620.0,22400.0,20670.0,23650.0
Telur Ayam Ras,2022-02-26,20390.0,22350.0,21130.0,20200.0,21380.0,22630.0,24760.0,23160.0,21620.0,21100.0,20620.0,26160.0,22880.0,25500.0,28010.0,26250.0,25390.0,24770.0,21400.0,30640.0,32620.0,22700.0,27230.0,34270.0,34620.0,22170.0,20000.0,20350.0,26030.0,24690.0,26210.0,22310.0,20860.0,23620.0
Telur Ayam Ras,2022-02-27,20420.0,22670.0,21350.0,20500.0,21380.0,22620.0,24740.0,23160.0,21800.0,21160.0,20710.0,25990.0,23040.0,25500.0,28780.0,26250.0,25670.0,25980.0,21540.0,30190.0,32630.000000000004,23070.0,25820.0,35310.0,34850.0,22350.0,19790.0,20190.0,25470.0,24380.0,27360.0,22130.0,20850.0,23560.0
Telur Ayam Ras,2022-02-28,20710.0,21000.0,21410.0,20500.0,21380.0,22790.0,24760.0,22950.0,21850.0,21190.0,20560.0,25740.0,22870.0,25500.0,25870.0,26180.0,25390.0,25480.0,21780.0,30090.0,30940.0,23120.0,27020.0,35200.0,35080.0,22460.0,19630.0,20400.0,26230.0,24410.0,26170.0,22070.0,20950.0,23960.0
Telur Ayam Ras,2022-03-01,20430.0,20820.0,21710.0,20500.0,21380.0,23140.0,24530.0,23160.0,21820.0,21490.0,20550.0,25540.0,23310.0,25320.0,27750.0,25810.0,25540.0,26020.0,21700.0,29770.0,32530.0,23210.0,26060.0,34880.0,34980.0,22100.0,19630.0,20220.0,26240.0,24320.0,26010.0,22060.0,21160.0,23780.0
Telur Ayam Ras,2022-03-02,20240.0,21120.0,21930.0,20500.0,21900.0,23330.0,24760.0,23260.0,22070.0,21710.0,20760.0,25640.0,22960.0,25380.0,28200.0,25990.0,25490.0,24410.0,22000.0,30100.0,32860.0,22580.0,26100.0,35030.0,34680.0,22520.0,19790.0,20070.0,25380.0,23710.0,26510.0,21980.0,21160.0,23790.0
Telur Ayam Ras,2022-03-03,20290.0,32000.0,21830.0,20450.0,21900.0,23500.0,24890.0,23260.0,22460.0,21780.0,20980.0,25740.0,23030.0,25400.0,25880.0,25810.0,25700.0,24250.0,22070.0,30090.0,32860.0,23210.0,25550.0,33340.0,35060.0,22390.0,19530.0,20220.0,25190.0,24120.0,26860.0,22110.0,21060.0,23790.0
Telur Ayam Ras,2022-03-04,20570.0,21690.0,22280.0,20550.0,22380.0,23500.0,24980.0,23160.0,22870.0,22190.0,21450.0,25480.0,23030.0,25400.0,26280.0,25620.0,25700.0,25560.0,22000.0,30090.0,33020.0,22620.0,26110.0,34620.0,35060.0,22960.0,19360.0,20260.0,26330.0,23930.0,26960.0,22060.0,21510.0,23990.0
Telur Ayam Ras,2022-03-05,20180.0,20930.0,22120.0,20550.0,22790.0,23820.0,24900.0,23160.0,22900.0,22180.0,21830.0,25480.0,23640.0,25650.0,27690.0,25620.0,25850.0,25650.0,22920.0,30500.0,32510.0,23210.0,26260.0,37170.0,34040.0,22630.0,19530.0,20210.0,25920.0,24040.0,27040.0,21880.0,22130.0,24060.0
Telur Ayam Ras,2022-03-06,20340.0,21120.0,22140.0,20550.0,23240.0,24010.0,25370.0,23160.0,23110.0,22190.0,22120.0,25480.0,23170.0,25600.0,27690.0,25620.0,26000.0,25240.0,21930.0,30200.0,32770.0,23610.0,25520.0,35460.0,35510.0,22620.0,19530.0,20440.0,25260.0,23970.0,27100.0,22130.0,22740.0,24160.0
Telur Ayam Ras,2022-03-07,20900.0,22040.0,23810.0,20640.0,24790.0,24190.0,24900.0,23160.0,23620.0,23210.0,22700.0,25690.0,23880.0,25430.0,26390.0,25650.0,26000.0,25230.0,22250.0,30470.0,32770.0,22870.0,25990.0,37560.0,35060.0,22720.0,19500.0,20540.0,25660.0,23850.0,27980.0,22060.0,22530.0,24320.0
Telur Ayam Ras,2022-03-08,20640.0,22270.0,23670.0,20640.0,24580.0,25070.0,25130.0,23160.0,23970.0,23680.0,23250.0,25840.0,24230.0,25760.0,27940.0,25810.0,26140.0,24130.0,22520.0,30470.0,32770.0,23170.0,26470.0,35470.0,34610.0,22900.0,19870.0,20650.0,27240.0,23530.0,26180.0,22600.0,22880.0,24280.0
Telur Ayam Ras,2022-03-09,20580.0,22480.0,23980.0,20640.0,24580.0,25250.0,25140.0,23260.0,24170.0,23990.0,23240.0,25760.0,24320.0,25760.0,28440.0,26000.0,25990.0,24220.0,22830.0,28790.0,32770.0,22870.0,26460.0,35500.0,34920.0,23050.0,19870.0,21250.0,26860.0,23790.0,25850.0,22150.0,23000.0,24330.0
Telur Ayam Ras,2022-03-10,21030.0,22530.0,23850.0,20830.0,24780.0,25250.0,25040.0,23260.0,24110.0,23890.0,23270.0,25850.0,25290.0,25760.0,27740.0,26000.0,26140.0,26320.0,22730.0,30470.0,31050.0,22650.0,26790.0,35680.0,35000.0,23190.0,20140.0,21340.0,24740.0,23700.0,27420.0,22340.0,23010.0,23960.0
Telur Ayam Ras,2022-03-11,20790.0,22530.0,23870.0,20690.0,23970.0,25420.0,25030.0,23420.0,24120.0,23880.0,23350.0,25340.0,24630.0,25830.0,28070.0,26340.0,26140.0,25310.0,23490.0,30420.0,31630.0,23360.0,26980.0,35510.0,34800.0,23110.0,20420.0,21520.0,25620.0,23620.0,27150.0,22070.0,22840.0,24180.0
Telur Ayam Ras,2022-03-12,20910.0,22590.0,24110.0,20690.0,23990.0,25590.0,25880.0,23710.0,24440.0,23840.0,23470.0,25510.0,24820.0,26040.0,26720.0,26150.0,26140.0,25630.0,23540.0,30710.0,33150.0,23330.0,25970.0,33710.0,35330.0,23040.0,20420.0,21540.0,26500.0,23820.0,27800.0,22100.0,23030.0,24290.0
Telur Ayam Ras,2022-03-13,20750.0,22590.0,23900.0,22620.0,24100.0,25590.0,26530.0,23620.0,24810.0,23980.0,23280.0,25700.0,25020.0,25970.0,26510.0,26340.0,26140.0,25540.0,23570.0,30470.0,31680.0,23660.0,26670.0,33560.0,33360.0,23080.0,20420.0,21640.0,25600.0,23620.0,27230.0,22100.0,22920.0,24380.0
Telur Ayam Ras,2022-03-14,21280.0,23480.0,23770.0,21350.0,25210.0,25590.0,25050.0,23530.0,24690.0,23880.0,23420.0,25640.0,25440.0,26040.0,28480.0,26340.0,26140.0,25280.0,23910.0,30680.0,32250.0,23620.0,27210.0,36080.0,34490.0,23200.0,20420.0,21630.0,25380.0,23530.0,27330.0,22120.0,22850.0,24470.0
Telur Ayam Ras,2022-03-15,21930.0,23300.0,23910.0,21350.0,23590.0,25590.0,25050.0,23530.0,24630.0,23720.0,23300.0,25210.0,25480.0,26250.0,28530.0,27060.0,26140.0,24450.0,24110.0,30790.0,32250.0,25650.0,27400.0,37950.0,35060.0,23690.0,20240.0,21590.0,25790.0,23690.0,27350.0,22340.0,23350.0,24540.0
Telur Ayam Ras,2022-03-16,21760.0,23170.0,23740.0,21560.0,23590.0,25410.0,25140.0,23610.0,24960.0,23590.0,23170.0,25360.0,25670.0,26400.0,28650.0,26600.0,26140.0,25110.0,24130.0,30300.0,31560.0,23750.0,27310.0,35960.0,35420.0,23120.0,20220.0,21650.0,25610.0,23720.0,27580.0,21830.0,22930.0,24900.0
Telur Ayam Ras,2022-03-17,21640.0,21150.0,24060.0,21400.0,23390.0,25410.0,25110.0,23530.0,24820.0,23520.0,23180.0,25110.0,25850.0,26280.0,28650.0,27120.0,26140.0,25060.0,23980.0,28980.0,32250.0,23430.0,27040.0,35670.0,35530.0,23220.0,20360.0,21450.0,24880.0,23790.0,27200.0,21880.0,23360.0,24640.0
Telur Ayam Ras,2022-03-18,21450.0,21380.0,23800.0,21460.0,23190.0,25410.0,25110.0,23620.0,24460.0,23390.0,23070.0,25260.0,25780.0,26140.0,28660.0,27320.0,26370.0,25440.0,23710.0,30280.0,32470.0,23170.0,26970.0,36500.0,35460.0,23050.0,19670.0,21420.0,26450.0,25250.0,27100.0,22010.0,22710.0,24660.0
Telur Ayam Ras,2022-03-19,21670.0,21500.0,23920.0,21460.0,23390.0,25410.0,25110.0,23710.0,24410.0,23440.0,23230.0,24730.0,25570.0,26480.0,28570.0,27320.0,26140.0,26350.0,24020.0,29960.0,31670.0,23890.0,27510.0,33340.0,35190.0,23010.0,19590.0,21510.0,25090.0,23850.0,26920.0,22090.0,22770.0,24520.0
Telur Ayam Ras,2022-03-20,21660.0,21600.0,23930.0,21410.0,23390.0,24890.0,25030.0,23620.0,24420.0,23510.0,23160.0,25030.0,25640.0,26550.0,28620.0,27320.0,26370.0,25070.0,23580.0,30790.0,32600.0,25030.0,27260.0,34360.0,35210.0,23170.0,19770.0,21480.0,24520.0,23630.0,26940.0,22150.0,23000.0,24800.0
Telur Ayam Ras,2022-03-21,21810.0,24310.0,23860.0,21600.0,23370.0,23980.0,25530.0,23710.0,24730.0,23570.0,23800.0,25680.0,25400.0,26550.0,27720.0,27380.0,25260.0,23770.0,23640.0,30680.0,30380.0,23500.0,27340.0,33450.0,36240.0,24090.0,19230.0,21270.0,25850.0,25340.0,26170.0,21780.0,23180.0,25040.0
Telur Ayam Ras,2022-03-22,21260.0,21390.0,23680.0,21570.0,23290.0,25340.0,24940.0,23440.0,24320.0,23820.0,23300.0,24950.0,25660.0,26740.0,29170.0,27380.0,26140.0,25150.0,23860.0,29830.0,31830.0,23900.0,27140.0,,35370.0,23070.0,19770.0,21350.0,25300.0,23700.0,27130.0,22200.0,23210.0,24120.0
Telur Ayam Ras,2022-03-23,21330.0,21150.0,23780.0,21520.0,23800.0,25340.0,25120.0,23440.0,24300.0,24150.0,23120.0,24460.0,25610.0,26620.0,27380.0,27380.0,26140.0,23970.0,23940.0,29830.0,32160.0,23790.0,27360.0,36570.0,34710.0,23430.0,19940.0,21580.0,25570.0,23820.0,28290.0,22350.0,23040.0,24480.0
Telur Ayam Ras,2022-03-24,21240.0,21270.0,23680.0,21570.0,23800.0,25160.0,25290.0,23440.0,24470.0,24220.0,23320.0,24800.0,25610.0,26550.0,29480.0,27180.0,26000.0,24580.0,23940.0,30090.0,32300.0,23580.0,27630.0,36890.0,35460.0,23180.0,19940.0,21380.0,25140.0,23940.0,26720.0,22290.0,23140.0,24660.0
Telur Ayam Ras,2022-03-25,21340.0,21080.0,23680.0,21570.0,23590.0,24990.0,25300.0,23440.0,24470.0,24450.0,23450.0,24540.0,25570.0,26550.0,29240.0,27160.0,26140.0,24750.0,24150.0,31020.0,32180.0,24160.0,27340.0,36570.0,35400.0,23210.0,19790.0,21400.0,25620.0,24340.0,26580.0,22440.0,23210.0,24620.0
Telur Ayam Ras,2022-03-26,21260.0,21560.0,23780.0,21520.0,23590.0,25160.0,25300.0,23440.0,24590.0,24320.0,23640.0,24350.0,25570.0,26780.0,29460.0,27160.0,26170.0,25210.0,24680.0,30100.0,32350.0,24270.0,27860.0,36770.0,35400.0,23270.0,19790.0,21590.0,25820.0,24070.0,26730.0,22930.0,23340.0,24750.0
Telur Ayam Ras,2022-03-27,21300.0,21140.0,23680.0,21520.0,24190.0,25600.0,25250.0,23440.0,24670.0,24460.0,23650.0,24670.0,25480.0,26780.0,29120.0,27160.0,26170.0,25290.0,24350.0,30290.0,33000.0,24380.0,26540.0,34550.0,36490.0,23050.0,19710.0,21500.0,25910.0,24140.0,27010.0,22380.0,23590.0,24530.0
Telur Ayam Ras,2022-03-28,21340.0,21810.0,23990.0,21620.0,24790.0,25680.0,25250.0,23440.0,24850.0,24760.0,24000.0,24850.0,25480.0,26780.0,29150.0,27160.0,26230.0,24620.0,24350.0,30260.0,32030.0,24400.0,27160.0,36560.0,35000.0,22980.0,20360.0,21610.0,25770.0,24080.0,27150.0,22580.0,23340.0,24510.0
Telur Ayam Ras,2022-03-29,21270.0,22040.0,24180.0,21460.0,24980.0,25700.0,25140.0,23440.0,24850.0,24830.0,24140.0,24920.0,25480.0,27330.0,29150.0,27160.0,26170.0,24790.0,24410.0,31020.0,32250.0,24710.0,27800.0,35720.0,35870.0,23190.0,22000.0,21750.0,25800.0,24190.0,27530.0,22540.0,23320.0,24420.0
Telur Ayam Ras,2022-03-30,21610.0,22010.0,24550.0,21610.0,24780.0,25700.0,25140.0,23440.0,24900.0,24900.0,24110.0,25580.0,25480.0,26630.0,29260.0,27160.0,26190.0,25360.0,24520.0,30260.0,32600.0,23880.0,26830.0,36070.0,36250.0,23320.0,20560.0,21680.0,26330.0,24040.0,26490.0,22730.0,23590.0,24380.0
Telur Ayam Ras,2022-03-31,21600.0,22160.0,24770.0,21510.0,24400.0,25700.0,25270.0,23530.0,25050.0,24790.0,24270.0,25830.0,25600.0,26630.0,27170.0,27160.0,26190.0,24660.0,24370.0,30400.0,32810.0,24080.0,27760.0,35540.0,35700.0,23240.0,20730.0,21810.0,25110.0,24420.0,27020.0,22780.0,23540.0,24360.0
Telur Ayam Ras,2022-04-01,21510.0,22040.0,24610.0,21600.0,24600.0,25700.0,25270.0,23540.0,25140.0,25000.0,24380.0,26500.0,25630.0,26560.0,29170.0,27290.0,26190.0,23870.0,24790.0,30470.0,32120.0,23810.0,27450.0,35540.0,35700.0,23370.0,20760.0,21910.0,25890.0,24610.0,27090.0,22670.0,23950.0,24600.0
Telur Ayam Ras,2022-04-02,21550.0,22040.0,24810.0,21810.0,24400.0,25870.0,25270.0,23540.0,25100.0,24840.0,24460.0,27320.0,25630.0,26630.0,29170.0,27290.0,26330.0,25140.0,24920.0,31020.0,32160.0,24300.0,28030.0,35130.0,35700.0,23400.0,20760.0,21930.0,26460.0,24230.0,27050.0,22610.0,23510.0,24610.0
Telur Ayam Ras,2022-04-03,21610.0,22160.0,24780.0,21660.0,24400.0,26080.0,25270.0,23540.0,25210.0,24780.0,24300.0,26780.0,25560.0,26630.0,27640.0,27120.0,27860.0,25340.0,24600.0,30470.0,32580.0,24190.0,28160.0,33400.0,36050.0,23220.0,20920.0,21820.0,25430.0,24330.0,27120.0,22720.0,23510.0,24590.0
Telur Ayam Ras,2022-04-04,21360.0,22160.0,24550.0,21770.0,24400.0,25700.0,25280.0,23540.0,25110.0,24470.0,24240.0,26860.0,25630.0,26470.0,29280.0,27310.0,26190.0,24780.0,24710.0,30360.0,32500.0,24690.0,27530.0,35130.0,36010.0,23220.0,23680.0,21780.0,26140.0,24390.0,27350.0,22620.0,23510.0,24350.0
Telur Ayam Ras,2022-04-05,21520.0,22160.0,24490.0,21660.0,23990.0,25700.0,25990.0,23540.0,25010.0,24450.0,23860.0,27350.0,25560.0,26470.0,29250.0,27510.0,26190.0,25160.0,24730.0,30360.0,32500.0,24860.0,27780.0,36190.0,36010.0,23120.0,20580.0,21720.0,25900.0,24330.0,27760.0,22520.0,23440.0,24640.0
Telur Ayam Ras,2022-04-06,21420.0,22220.0,24740.0,21710.0,23990.0,25700.0,26310.0,23540.0,24890.0,24180.0,23930.0,27230.0,25560.0,26630.0,29290.0,27540.0,26050.0,25090.0,24780.0,30360.0,32040.0,24430.0,28690.0,36190.0,36010.0,23290.0,20420.0,21710.0,25150.0,24300.0,27930.0,22500.0,23200.0,24600.0
Telur Ayam Ras,2022-04-07,21220.0,22100.0,24430.0,21710.0,23990.0,25350.0,26420.0,23540.0,24780.0,24070.0,23760.0,27460.0,25710.0,26470.0,29670.0,27540.0,26170.0,25830.0,24790.0,30520.0,32030.0,24960.0,28180.0,36190.0,36150.0,23150.0,20400.0,21790.0,25200.0,24490.0,28560.0,22520.0,23280.0,24290.0
Telur Ayam Ras,2022-04-08,21300.0,22100.0,24170.0,21710.0,24390.0,25700.0,26420.0,23640.0,24810.0,24560.0,23720.0,27690.0,25520.0,26600.0,29310.0,27540.0,26170.0,25550.0,24730.0,30040.0,32320.0,24220.0,28250.0,36190.0,34750.0,23110.0,20400.0,21680.0,25660.0,24300.0,28350.0,22570.0,23270.0,24650.0
Telur Ayam Ras,2022-04-09,21210.0,21880.0,24240.0,21710.0,24390.0,25840.0,26420.0,23780.0,24730.0,24170.0,23790.0,27830.0,25470.0,26600.0,29220.0,27720.0,26190.0,25060.0,24790.0,31020.0,32520.000000000004,25260.0,27740.0,35850.0,36020.0,23080.0,20400.0,21720.0,25320.0,24270.0,28560.0,22550.0,23180.0,24540.0
